filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
recording1.wav,0.4628598988056183,0.09261365979909897,2243.5521860759786,2173.7981370657703,4831.0565567901685,0.08218532482598608,-200.60647583007812,94.21577453613281,-11.516175270080566,52.7882194519043,-36.01044464111328,6.582432270050049,-20.84657859802246,14.132930755615234,-11.56258487701416,9.852484703063965,0.4733910858631134,6.69926643371582,8.574894905090332,0.9870136976242065,6.669213771820068,2.849783182144165,6.195191383361816,1.6813995838165283,3.3641345500946045,-5.938509464263916
